id,producto,cantidad,precio,fecha
3108,Monitor,12,288.6,2023-03-24
3109,Teléfono,18,432.37,2023-12-08
3110,Monitor,3,171.34,2023-08-16
3111,Impresora,17,138.48,2023-09-22
3112,Mouse,20,10.53,2023-03-03
3113,Monitor,4,243.8,2023-06-08
3114,Teclado,11,36.34,2023-06-20
3115,Monitor,7,128.0,2023-08-23
3116,Impresora,5,146.03,2023-01-05
3117,Teclado,8,41.32,2023-08-17
3118,Impresora,6,204.02,2023-03-13
3119,Teclado,3,18.43,2023-03-29
3120,Teléfono,10,328.28,2023-10-11
3121,Laptop,14,1241.33,2023-05-08
3122,Tablet,20,333.44,2023-01-27
3123,Monitor,3,361.06,2023-05-08
3124,Mouse,4,21.46,2023-03-07
3125,Teléfono,3,210.56,2023-05-13
3126,Mouse,19,10.54,2023-12-19
3127,Impresora,1,240.44,2023-02-25
3128,Tablet,5,449.51,2023-03-15
3129,Tablet,14,285.64,2023-02-25
3130,Mouse,1,16.03,2023-05-04
3131,Mouse,6,27.0,2023-12-02
3132,Laptop,20,1284.92,2023-12-20
3133,Monitor,8,208.87,2023-01-13
3134,Teclado,9,44.8,2023-02-24
3135,Teléfono,10,644.58,2023-07-25
3136,Laptop,14,1135.79,2023-12-27
3137,Mouse,16,25.55,2023-07-21
3138,Monitor,17,163.24,2023-03-08
3139,Mouse,10,21.56,2023-12-01
3140,Laptop,20,989.73,2023-05-30
3141,Mouse,8,14.54,2023-11-29
3142,Mouse,6,20.33,2023-02-17
3143,Monitor,19,270.9,2023-04-11
3144,Monitor,8,333.63,2023-11-28
3145,Teclado,9,49.71,2023-05-04
3146,Monitor,2,188.45,2023-09-25
3147,Impresora,2,171.62,2023-07-31
3148,Monitor,6,372.33,2023-08-31
3149,Mouse,11,12.71,2023-05-29
3150,Laptop,20,1463.98,2023-03-18
3151,Monitor,9,271.25,2023-05-16
3152,Teclado,12,17.7,2023-05-10
3153,Laptop,15,908.76,2023-10-06
3154,Teclado,2,20.69,2023-02-23
3155,Monitor,3,389.98,2023-01-18
3156,Teclado,19,23.83,2023-03-21
3157,Mouse,1,10.03,2023-08-28
3158,Impresora,8,243.35,2023-03-24
3159,Laptop,10,823.25,2023-09-21
3160,Teléfono,17,261.08,2023-12-27
3161,Teclado,4,26.37,2023-01-17
3162,Laptop,11,1107.0,2023-02-26
3163,Tablet,20,314.36,2023-09-26
3164,Mouse,6,21.49,2023-06-09
3165,Laptop,8,1111.32,2023-07-19
3166,Teléfono,10,428.21,2023-07-08
3167,Teclado,8,18.63,2023-09-24
3168,Laptop,14,1013.65,2023-01-29
3169,Impresora,8,193.64,2023-04-29
3170,Mouse,13,20.46,2023-10-23
3171,Impresora,20,126.03,2023-04-06
3172,Teléfono,12,583.98,2023-12-14
3173,Tablet,10,472.21,2023-06-24
3174,Mouse,12,12.78,2023-10-26
3175,Teclado,10,28.78,2023-02-09
3176,Laptop,9,723.8,2023-03-15
3177,Monitor,17,312.64,2023-10-05
3178,Teclado,18,31.48,2023-09-03
3179,Mouse,14,11.94,2023-05-10
3180,Teléfono,14,437.53,2023-09-28
3181,Tablet,6,190.21,2023-04-27
3182,Laptop,14,1267.47,2023-02-04
3183,Monitor,9,303.39,2023-09-11
3184,Mouse,16,27.27,2023-04-26
3185,Teléfono,4,471.6,2023-01-31
3186,Tablet,14,369.87,2023-10-30
3187,Mouse,9,29.72,2023-12-28
3188,Monitor,8,385.07,2023-09-27
3189,Tablet,18,222.27,2023-12-30
3190,Laptop,10,744.34,2023-03-05
3191,Laptop,11,743.95,2023-07-12
3192,Teclado,14,16.36,2023-02-28
3193,Teléfono,5,580.63,2023-11-27
3194,Impresora,4,219.79,2023-06-22
3195,Tablet,4,351.28,2023-12-09
3196,Impresora,11,198.28,2023-12-27
3197,Teclado,4,19.32,2023-03-07
3198,Mouse,13,12.77,2023-09-02
3199,Laptop,2,1455.01,2023-04-14
3200,Teclado,8,24.03,2023-02-18
3201,Teléfono,20,395.6,2023-06-20
3202,Teléfono,15,712.79,2023-10-13
3203,Teclado,19,30.8,2023-06-25
3204,Teclado,7,26.52,2023-10-31
3205,Monitor,15,199.34,2023-12-24
3206,Tablet,10,251.84,2023-08-22
3207,Monitor,4,236.45,2023-10-15
3208,Impresora,10,140.3,2023-02-04
3209,Impresora,13,124.96,2023-09-02
3210,Laptop,6,871.7,2023-03-03
3211,Mouse,17,23.84,2023-05-02
3212,Tablet,17,204.92,2023-01-17
3213,Tablet,10,290.59,2023-12-29
3214,Mouse,16,27.41,2023-09-18
3215,Monitor,16,384.49,2023-01-29
3216,Teléfono,1,451.19,2023-11-08
3217,Tablet,19,283.23,2023-09-30
3218,Teclado,16,23.42,2023-01-09
3219,Tablet,16,347.56,2023-11-27
3220,Tablet,3,485.43,2023-03-27
3221,Laptop,19,1446.3,2023-10-30
3222,Teléfono,17,595.92,2023-10-05
3223,Teclado,9,15.24,2023-08-08
3224,Teclado,13,24.9,2023-11-17
3225,Teléfono,15,564.55,2023-12-26
3226,Mouse,6,15.63,2023-09-08
3227,Mouse,1,27.77,2023-08-05
3228,Impresora,6,186.07,2023-03-05
3229,Monitor,18,296.16,2023-01-14
3230,Mouse,5,13.8,2023-08-13
3231,Laptop,5,1286.25,2023-10-27
3232,Mouse,4,28.28,2023-11-20
3233,Monitor,9,319.11,2023-01-31
3234,Monitor,17,308.72,2023-11-17
3235,Mouse,2,19.72,2023-11-30
3236,Teléfono,15,755.36,2023-02-10
3237,Monitor,20,126.2,2023-10-17
3238,Laptop,12,1158.03,2023-11-25
3239,Impresora,8,199.77,2023-05-09
3240,Teléfono,16,534.45,2023-11-14
3241,Teléfono,17,506.97,2023-03-08
3242,Impresora,17,244.01,2023-11-05
3243,Tablet,7,363.71,2023-11-19
3244,Laptop,16,1431.94,2023-02-11
3245,Teléfono,2,480.25,2023-08-23
3246,Laptop,12,1159.78,2023-12-02
3247,Laptop,3,1273.99,2023-06-27
3248,Teléfono,7,538.3,2023-08-29
3249,Impresora,8,104.77,2023-07-12
3250,Teclado,18,39.99,2023-03-20
3251,Monitor,15,384.71,2023-01-09
3252,Laptop,13,1083.29,2023-03-08
3253,Laptop,4,957.13,2023-10-10
3254,Tablet,5,194.52,2023-06-07
3255,Tablet,12,165.86,2023-10-07
3256,Impresora,8,199.12,2023-05-26
3257,Teléfono,11,208.03,2023-07-22
3258,Monitor,12,318.4,2023-02-05
3259,Tablet,10,449.4,2023-05-19
3260,Tablet,14,156.88,2023-12-26
3261,Tablet,2,229.48,2023-09-19
3262,Tablet,6,178.06,2023-10-25
3263,Monitor,4,205.34,2023-06-16
3264,Mouse,2,24.94,2023-02-14
3265,Teléfono,20,446.54,2023-01-29
3266,Tablet,12,348.5,2023-09-30
3267,Tablet,13,357.3,2023-09-29
3268,Teléfono,4,564.37,2023-03-11
3269,Teclado,16,26.74,2023-02-06
3270,Impresora,2,126.67,2023-07-30
3271,Impresora,20,235.22,2023-03-17
3272,Tablet,14,326.64,2023-12-28
3273,Monitor,3,262.56,2023-10-30
3274,Teclado,9,22.03,2023-12-30
3275,Laptop,16,934.76,2023-07-30
3276,Teléfono,14,638.39,2023-01-10
3277,Teléfono,16,395.34,2023-06-15
3278,Monitor,7,379.03,2023-10-31
3279,Laptop,12,1187.85,2023-06-26
3280,Mouse,5,22.65,2023-12-09
3281,Monitor,9,273.88,2023-11-02
3282,Laptop,3,857.98,2023-06-11
3283,Teclado,3,34.59,2023-07-31
3284,Teléfono,10,422.2,2023-07-18
3285,Impresora,12,105.83,2023-07-25
3286,Laptop,16,1329.92,2023-04-05
3287,Tablet,17,445.15,2023-03-10
3288,Mouse,18,21.55,2023-05-13
3289,Teléfono,4,254.55,2023-02-20
3290,Impresora,5,223.21,2023-08-30
3291,Teclado,8,24.92,2023-04-17
3292,Teclado,14,23.54,2023-09-07
3293,Mouse,4,22.52,2023-10-25
3294,Teléfono,3,621.99,2023-07-03
3295,Mouse,1,20.59,2023-11-08
3296,Teclado,5,40.44,2023-09-24
3297,Teclado,11,33.12,2023-11-19
3298,Teléfono,3,553.35,2023-07-11
3299,Tablet,17,167.75,2023-10-09
3300,Laptop,20,1436.52,2023-03-07
3301,Teléfono,8,496.37,2023-07-05
3302,Mouse,2,27.71,2023-05-21
3303,Laptop,1,1496.16,2023-09-29
3304,Monitor,19,349.54,2023-03-14
3305,Teclado,9,29.6,2023-04-18
3306,Teléfono,14,209.28,2023-02-09
3307,Impresora,11,94.43,2023-07-21
3308,Teléfono,8,326.15,2023-02-05
3309,Teléfono,12,584.66,2023-10-21
3310,Impresora,7,87.92,2023-10-19
3311,Mouse,10,23.4,2023-12-12
3312,Teclado,16,29.69,2023-03-10
3313,Mouse,20,11.76,2023-08-11
3314,Impresora,17,182.93,2023-08-04
3315,Teléfono,4,608.17,2023-12-06
3316,Mouse,6,11.11,2023-11-23
3317,Impresora,17,202.76,2023-05-03
3318,Laptop,4,780.87,2023-07-05
3319,Impresora,10,163.75,2023-01-24
3320,Mouse,4,19.66,2023-10-18
3321,Impresora,19,195.26,2023-01-23
3322,Teléfono,8,609.62,2023-10-15
3323,Teléfono,3,298.46,2023-03-07
3324,Mouse,15,26.31,2023-01-18
3325,Monitor,12,288.76,2023-03-20
3326,Monitor,6,196.36,2023-12-29
3327,Mouse,8,27.99,2023-11-25
3328,Monitor,7,232.0,2023-08-06
3329,Impresora,12,83.24,2023-11-05
3330,Tablet,8,477.67,2023-05-23
3331,Monitor,6,160.81,2023-03-03
3332,Mouse,7,17.99,2023-03-13
3333,Tablet,2,267.47,2023-10-29
3334,Impresora,5,106.26,2023-03-29
3335,Teléfono,9,233.76,2023-01-11
3336,Monitor,8,142.56,2023-12-01
3337,Mouse,1,12.16,2023-01-24
3338,Impresora,9,208.93,2023-10-21
3339,Tablet,2,195.44,2023-01-03
3340,Laptop,3,1000.18,2023-06-26
3341,Impresora,18,229.09,2023-02-11
3342,Laptop,18,721.36,2023-06-26
3343,Laptop,1,1394.29,2023-11-04
3344,Tablet,1,345.59,2023-09-23
3345,Monitor,1,311.66,2023-11-21
3346,Monitor,19,107.48,2023-12-10
3347,Monitor,6,209.69,2023-04-28
3348,Impresora,13,244.42,2023-09-24
3349,Teclado,12,27.62,2023-12-14
3350,Impresora,16,102.97,2023-05-14
3351,Laptop,14,819.43,2023-01-19
3352,Impresora,5,164.5,2023-06-14
3353,Teclado,3,38.23,2023-04-12
3354,Teclado,8,20.76,2023-10-01
3355,Laptop,1,920.93,2023-01-09
3356,Mouse,2,14.88,2023-04-20
3357,Tablet,20,210.74,2023-09-05
3358,Teclado,1,36.65,2023-05-23
3359,Laptop,6,1136.58,2023-10-31
3360,Monitor,8,268.62,2023-12-29
3361,Impresora,4,115.39,2023-08-28
3362,Mouse,6,18.09,2023-10-01
3363,Laptop,2,1002.57,2023-04-05
3364,Monitor,17,301.57,2023-12-25
3365,Monitor,3,138.41,2023-05-11
3366,Teclado,15,43.15,2023-02-08
3367,Monitor,18,189.29,2023-05-02
3368,Teléfono,1,293.86,2023-09-22
3369,Laptop,4,846.57,2023-03-29
3370,Teléfono,5,634.77,2023-03-09
3371,Laptop,4,1256.01,2023-07-24
3372,Teclado,4,36.17,2023-12-17
3373,Tablet,6,334.67,2023-04-29
3374,Laptop,3,872.48,2023-07-27
3375,Impresora,15,225.09,2023-10-11
3376,Laptop,15,1446.81,2023-12-14
3377,Teléfono,1,668.68,2023-12-31
3378,Laptop,18,1084.78,2023-11-02
3379,Teclado,17,40.59,2023-05-21
3380,Monitor,20,256.65,2023-11-07
3381,Tablet,10,419.13,2023-07-26
3382,Teléfono,12,657.4,2023-12-18
3383,Tablet,20,191.18,2023-05-20
3384,Teclado,4,46.66,2023-11-14
3385,Teléfono,12,261.67,2023-12-07
3386,Teclado,13,26.9,2023-05-09
3387,Teléfono,12,521.04,2023-06-10
3388,Teléfono,4,636.19,2023-12-08
3389,Teléfono,16,700.67,2023-02-25
3390,Teléfono,4,509.14,2023-08-13
3391,Tablet,10,192.54,2023-09-11
3392,Teclado,15,28.44,2023-11-29
3393,Monitor,9,279.07,2023-05-12
3394,Laptop,12,987.7,2023-12-30
3395,Mouse,16,15.11,2023-01-13
3396,Mouse,2,29.49,2023-04-20
3397,Impresora,5,163.58,2023-11-15
3398,Impresora,4,142.97,2023-11-02
3399,Tablet,6,274.16,2023-02-06
3400,Impresora,13,193.98,2023-01-20
3401,Monitor,13,164.29,2023-07-25
3402,Impresora,7,124.44,2023-12-28
3403,Teclado,14,35.42,2023-02-13
3404,Laptop,9,1239.16,2023-04-26
3405,Teléfono,16,219.92,2023-09-15
3406,Impresora,18,84.35,2023-10-21
3407,Teclado,2,40.05,2023-05-06
3408,Teléfono,16,788.22,2023-02-23
3409,Laptop,3,1345.41,2023-06-01
3410,Teléfono,5,574.95,2023-06-12
3411,Impresora,9,121.18,2023-04-24
3412,Teléfono,20,331.46,2023-12-28
3413,Tablet,20,225.01,2023-08-29
3414,Mouse,9,20.21,2023-03-27
3415,Mouse,9,12.06,2023-01-28
3416,Teléfono,12,332.86,2023-06-04
3417,Tablet,13,293.92,2023-12-31
3418,Impresora,5,232.78,2023-02-21
3419,Teléfono,14,232.47,2023-09-20
3420,Tablet,13,459.44,2023-10-23
3421,Laptop,5,1276.48,2023-04-12
3422,Teclado,8,37.74,2023-08-21
3423,Teléfono,12,615.34,2023-01-23
3424,Teléfono,15,617.95,2023-04-26
3425,Teléfono,3,626.78,2023-05-26
3426,Teléfono,17,244.74,2023-09-18
3427,Teclado,5,38.19,2023-02-28
3428,Laptop,5,892.15,2023-06-27
3429,Teclado,1,36.91,2023-08-22
3430,Teclado,2,19.96,2023-04-02
3431,Impresora,9,133.48,2023-12-05
3432,Tablet,11,488.4,2023-08-08
3433,Tablet,16,385.3,2023-11-06
3434,Monitor,5,232.72,2023-07-19
3435,Laptop,3,774.37,2023-11-17
3436,Tablet,19,426.91,2023-04-17
3437,Teléfono,3,280.23,2023-01-08
3438,Mouse,1,22.39,2023-02-14
3439,Mouse,17,12.34,2023-04-28
3440,Monitor,12,101.68,2023-11-16
3441,Teléfono,9,778.26,2023-03-30
3442,Tablet,11,239.03,2023-01-04
3443,Tablet,11,457.62,2023-03-14
3444,Teclado,4,40.67,2023-03-14
3445,Tablet,5,229.29,2023-06-14
3446,Monitor,18,240.86,2023-12-03
3447,Teclado,19,26.18,2023-11-14
3448,Impresora,20,172.11,2023-02-01
3449,Tablet,13,406.54,2023-07-03
3450,Monitor,9,203.63,2023-06-15
3451,Teléfono,6,790.13,2023-11-19
3452,Teclado,13,42.38,2023-09-12
3453,Mouse,11,21.98,2023-12-15
3454,Teléfono,5,614.33,2023-06-12
3455,Teclado,11,31.88,2023-08-04
3456,Monitor,15,293.02,2023-02-12
3457,Monitor,8,248.69,2023-06-24
3458,Impresora,15,157.09,2023-05-14
3459,Impresora,7,86.35,2023-01-01
3460,Tablet,12,205.38,2023-10-28
3461,Tablet,7,385.27,2023-07-08
3462,Mouse,18,20.87,2023-09-25
3463,Monitor,20,255.72,2023-03-29
3464,Monitor,19,120.99,2023-09-16
3465,Impresora,13,133.95,2023-10-25
3466,Teclado,7,18.49,2023-01-12
3467,Teclado,20,15.24,2023-09-01
3468,Teclado,1,25.58,2023-07-14
3469,Teléfono,2,589.69,2023-02-04
3470,Tablet,16,331.56,2023-08-09
3471,Mouse,2,28.58,2023-10-23
3472,Teclado,19,41.01,2023-12-13
3473,Teclado,7,41.26,2023-05-11
3474,Laptop,17,1076.73,2023-03-03
3475,Laptop,7,894.49,2023-12-19
3476,Laptop,3,778.83,2023-07-30
3477,Tablet,12,461.61,2023-01-06
3478,Impresora,19,203.55,2023-01-04
3479,Teclado,15,24.09,2023-03-03
3480,Laptop,18,889.91,2023-04-12
3481,Tablet,1,348.83,2023-05-15
3482,Impresora,13,132.21,2023-11-01
3483,Impresora,15,244.17,2023-12-16
3484,Monitor,18,268.08,2023-12-19
3485,Teléfono,13,650.48,2023-04-03
3486,Teléfono,2,460.62,2023-07-17
3487,Monitor,2,139.85,2023-10-31
3488,Laptop,7,1484.41,2023-04-30
3489,Impresora,4,156.94,2023-01-30
3490,Teclado,9,40.78,2023-02-21
3491,Impresora,17,243.83,2023-03-12
3492,Monitor,4,316.94,2023-12-18
3493,Monitor,4,111.29,2023-09-07
3494,Impresora,18,165.17,2023-02-07
3495,Monitor,11,108.19,2023-12-08
3496,Monitor,19,396.08,2023-11-04
3497,Teléfono,11,773.02,2023-09-29
3498,Teclado,5,27.19,2023-05-24
3499,Teléfono,19,552.92,2023-04-20
3500,Teclado,2,23.25,2023-08-02
3501,Mouse,15,11.68,2023-10-15
3502,Teléfono,5,527.15,2023-06-16
3503,Mouse,17,10.56,2023-11-05
3504,Tablet,11,244.83,2023-09-22
3505,Monitor,18,220.07,2023-05-28
3506,Mouse,19,21.55,2023-01-24
3507,Mouse,2,24.43,2023-11-21
3508,Teléfono,7,271.42,2023-11-26
3509,Teléfono,5,239.4,2023-01-17
3510,Impresora,17,212.93,2023-03-03
3511,Monitor,11,118.33,2023-03-26
3512,Mouse,2,16.25,2023-02-16
3513,Teclado,15,16.46,2023-07-30
3514,Laptop,15,1174.75,2023-08-05
3515,Monitor,14,212.76,2023-05-07
3516,Monitor,9,183.24,2023-02-01
3517,Impresora,14,86.43,2023-03-21
3518,Mouse,6,10.56,2023-12-21
3519,Teclado,11,19.25,2023-05-02
3520,Teléfono,12,405.97,2023-07-24
3521,Laptop,2,1211.6,2023-10-13
3522,Laptop,4,1388.4,2023-05-16
3523,Tablet,1,484.82,2023-06-19
3524,Teclado,7,23.15,2023-08-31
3525,Monitor,17,202.24,2023-05-12
3526,Laptop,18,730.99,2023-10-08
3527,Mouse,7,26.4,2023-08-10
3528,Monitor,6,129.28,2023-07-07
3529,Tablet,20,269.29,2023-02-11
3530,Impresora,10,213.04,2023-04-24
3531,Tablet,20,478.38,2023-03-27
3532,Monitor,16,397.61,2023-09-21
3533,Monitor,9,379.64,2023-03-18
3534,Monitor,18,160.54,2023-02-06
3535,Mouse,3,27.96,2023-02-04
3536,Mouse,13,28.57,2023-04-29
3537,Teclado,12,18.58,2023-12-12
3538,Laptop,7,845.93,2023-03-16
3539,Laptop,11,1394.51,2023-02-28
3540,Teléfono,6,667.04,2023-09-01
3541,Laptop,10,824.95,2023-07-26
3542,Impresora,2,212.01,2023-03-31
3543,Impresora,10,207.6,2023-07-07
3544,Teléfono,3,694.82,2023-11-06
3545,Teclado,16,35.57,2023-07-14
3546,Laptop,17,971.39,2023-12-27
3547,Mouse,11,11.27,2023-01-16
3548,Mouse,15,18.82,2023-09-16
3549,Tablet,9,271.55,2023-09-01
3550,Laptop,12,1479.98,2023-10-13
3551,Teléfono,20,502.01,2023-07-05
3552,Teclado,7,46.41,2023-11-21
3553,Laptop,19,1289.07,2023-09-11
3554,Impresora,6,139.33,2023-06-25
3555,Teléfono,13,683.7,2023-05-22
3556,Laptop,6,913.36,2023-05-18
3557,Monitor,8,191.2,2023-07-03
3558,Teléfono,3,280.45,2023-11-14
3559,Monitor,16,321.89,2023-03-14
3560,Mouse,10,29.94,2023-03-15
3561,Tablet,15,198.7,2023-10-25
3562,Teclado,17,28.56,2023-07-07
3563,Tablet,14,384.29,2023-01-08
3564,Impresora,19,244.05,2023-09-18
3565,Laptop,11,1374.17,2023-10-31
3566,Mouse,10,26.72,2023-03-01
3567,Teclado,19,29.42,2023-02-27
3568,Teléfono,7,467.51,2023-06-08
3569,Impresora,17,248.28,2023-04-20
3570,Impresora,11,101.53,2023-09-09
3571,Teléfono,20,722.58,2023-05-07
3572,Impresora,2,216.93,2023-06-06
3573,Teclado,17,37.63,2023-03-18
3574,Monitor,16,285.98,2023-11-11
3575,Mouse,13,25.2,2023-06-10
3576,Teléfono,7,223.48,2023-11-01
3577,Impresora,2,107.07,2023-05-29
3578,Laptop,18,713.26,2023-07-24
3579,Tablet,5,169.87,2023-07-02
3580,Impresora,16,141.96,2023-01-05
3581,Impresora,8,137.11,2023-01-28
3582,Teléfono,13,556.64,2023-10-28
3583,Teléfono,12,349.47,2023-03-14
3584,Monitor,13,295.13,2023-03-22
3585,Impresora,12,98.96,2023-04-25
3586,Laptop,14,1234.21,2023-06-08
3587,Tablet,1,386.53,2023-08-20
3588,Impresora,5,230.57,2023-01-08
3589,Monitor,3,132.87,2023-08-14
3590,Monitor,9,311.17,2023-12-26
3591,Teclado,7,15.5,2023-04-30
3592,Laptop,9,1211.4,2023-09-17
3593,Monitor,6,302.71,2023-06-26
3594,Teléfono,13,729.8,2023-11-15
3595,Teclado,20,41.76,2023-02-26
3596,Impresora,10,242.95,2023-05-22
3597,Teclado,3,17.12,2023-01-31
3598,Teléfono,16,358.24,2023-05-08
3599,Tablet,9,313.96,2023-12-16
3600,Laptop,1,713.02,2023-03-22
3601,Mouse,16,19.92,2023-04-23
3602,Mouse,16,18.65,2023-08-28
3603,Tablet,13,160.02,2023-07-21
3604,Tablet,15,487.23,2023-10-25
3605,Laptop,18,1485.24,2023-05-15
3606,Laptop,8,722.61,2023-08-30
3607,Monitor,10,251.88,2023-02-04
3608,Tablet,17,207.25,2023-04-03
3609,Teléfono,14,527.73,2023-10-03
3610,Monitor,19,185.05,2023-05-29
3611,Impresora,12,173.24,2023-12-29
3612,Teclado,15,48.62,2023-03-20
3613,Impresora,20,168.74,2023-10-12
3614,Tablet,15,238.09,2023-01-04
3615,Mouse,18,26.64,2023-06-06
3616,Mouse,10,17.29,2023-07-10
3617,Laptop,19,1095.96,2023-03-20
3618,Tablet,6,278.97,2023-02-27
3619,Impresora,13,227.88,2023-08-05
3620,Teléfono,2,503.85,2023-07-13
3621,Tablet,5,359.02,2023-06-09
3622,Impresora,4,204.5,2023-01-04
3623,Laptop,16,929.88,2023-01-20
3624,Monitor,1,100.17,2023-06-16
3625,Monitor,10,135.78,2023-03-07
3626,Teclado,4,19.9,2023-03-15
3627,Teléfono,18,334.8,2023-07-19
3628,Teclado,18,22.97,2023-10-20
3629,Impresora,15,203.2,2023-05-21
3630,Teclado,14,32.75,2023-06-13
3631,Laptop,12,1349.12,2023-07-31
3632,Monitor,19,360.21,2023-04-18
3633,Laptop,15,1145.17,2023-04-29
3634,Teléfono,13,273.92,2023-08-28
3635,Monitor,4,116.72,2023-08-21
3636,Teléfono,8,705.19,2023-01-27
3637,Laptop,10,827.51,2023-02-20
3638,Tablet,17,454.05,2023-12-17
3639,Mouse,12,10.22,2023-01-23
3640,Mouse,12,20.02,2023-07-14
3641,Monitor,11,396.95,2023-02-10
3642,Monitor,7,252.05,2023-11-15
3643,Tablet,15,381.57,2023-12-07
3644,Tablet,8,229.94,2023-01-03
3645,Tablet,12,477.09,2023-02-15
3646,Teléfono,16,226.58,2023-05-26
3647,Impresora,4,220.34,2023-03-05
3648,Teclado,18,21.01,2023-07-11
3649,Impresora,2,168.07,2023-01-29
3650,Teclado,2,49.22,2023-12-23
3651,Tablet,10,230.61,2023-01-05
3652,Tablet,18,477.35,2023-03-31
3653,Tablet,7,309.97,2023-04-03
3654,Impresora,7,135.6,2023-10-10
3655,Mouse,13,25.96,2023-12-03
3656,Laptop,7,1139.72,2023-12-15
3657,Monitor,3,244.88,2023-11-02
3658,Impresora,15,239.54,2023-02-06
3659,Mouse,12,14.68,2023-11-03
3660,Teclado,3,38.29,2023-11-08
3661,Impresora,16,187.68,2023-02-05
3662,Laptop,13,1275.68,2023-09-12
3663,Impresora,14,99.63,2023-03-27
3664,Mouse,4,18.74,2023-07-08
3665,Teclado,1,41.86,2023-03-02
3666,Impresora,7,226.11,2023-06-16
3667,Teclado,20,45.73,2023-10-22
3668,Tablet,16,426.02,2023-07-20
3669,Tablet,2,389.69,2023-11-17
3670,Monitor,10,126.39,2023-10-12
3671,Teléfono,18,623.79,2023-02-26
3672,Teclado,6,46.4,2023-01-14
3673,Impresora,19,225.48,2023-01-05
3674,Laptop,3,876.03,2023-08-01
3675,Monitor,3,244.12,2023-12-03
3676,Monitor,20,301.21,2023-08-30
3677,Monitor,12,331.48,2023-04-27
3678,Tablet,14,461.72,2023-01-03
3679,Laptop,9,899.49,2023-01-22
3680,Tablet,4,322.09,2023-03-21
3681,Laptop,2,1367.39,2023-03-04
3682,Laptop,17,1021.89,2023-04-03
3683,Tablet,17,319.84,2023-01-18
3684,Teclado,7,31.3,2023-01-29
3685,Teléfono,10,226.55,2023-08-16
3686,Tablet,5,484.32,2023-09-21
3687,Teléfono,13,498.04,2023-11-28
3688,Tablet,5,257.3,2023-01-13
3689,Impresora,14,143.47,2023-05-19
3690,Tablet,13,255.49,2023-11-18
3691,Laptop,4,711.6,2023-07-13
3692,Monitor,10,329.71,2023-12-23
3693,Monitor,15,175.9,2023-08-17
3694,Laptop,10,1481.98,2023-12-13
3695,Laptop,13,1048.92,2023-12-30
3696,Teclado,17,43.32,2023-08-18
3697,Laptop,18,762.15,2023-09-10
3698,Teléfono,7,203.77,2023-09-16
3699,Laptop,10,1270.03,2023-04-28
3700,Teclado,20,29.34,2023-01-25
3701,Teclado,18,20.71,2023-03-11
3702,Teléfono,5,651.74,2023-07-19
3703,Monitor,15,117.6,2023-04-16
3704,Teclado,5,34.87,2023-05-18
3705,Teléfono,14,592.15,2023-05-24
3706,Laptop,19,1152.87,2023-04-15
3707,Tablet,10,340.97,2023-03-09
3708,Tablet,17,193.84,2023-11-19
3709,Mouse,6,23.23,2023-06-02
3710,Mouse,8,22.19,2023-10-05
3711,Laptop,2,1263.21,2023-03-25
3712,Monitor,11,327.16,2023-08-31
3713,Teléfono,4,489.39,2023-11-27
3714,Tablet,4,284.13,2023-10-27
3715,Laptop,18,1443.04,2023-12-31
3716,Teléfono,2,674.08,2023-04-20
3717,Teclado,8,37.05,2023-07-25
3718,Mouse,14,24.94,2023-07-21
3719,Teléfono,7,764.67,2023-02-25
3720,Monitor,18,205.91,2023-10-18
3721,Impresora,7,132.58,2023-03-01
3722,Mouse,19,12.04,2023-10-09
3723,Impresora,8,109.54,2023-12-19
3724,Mouse,14,27.54,2023-06-24
3725,Monitor,5,145.63,2023-04-03
3726,Teclado,7,18.11,2023-05-21
3727,Tablet,16,245.27,2023-03-04
3728,Tablet,2,204.66,2023-02-18
3729,Tablet,16,352.02,2023-07-07
3730,Monitor,7,113.77,2023-10-18
3731,Teléfono,12,221.18,2023-10-28
3732,Tablet,18,301.59,2023-10-14
3733,Mouse,5,17.62,2023-12-26
3734,Impresora,1,176.73,2023-04-07
3735,Laptop,17,1157.71,2023-12-05
3736,Tablet,7,234.26,2023-06-09
3737,Impresora,2,167.45,2023-08-18
3738,Teléfono,10,261.23,2023-12-26
3739,Teclado,12,30.32,2023-06-04
3740,Mouse,13,14.6,2023-10-10
3741,Laptop,10,1121.35,2023-07-12
3742,Teclado,1,18.03,2023-08-04
3743,Teléfono,9,260.73,2023-02-26
3744,Tablet,10,384.85,2023-02-08
3745,Tablet,16,316.42,2023-12-26
3746,Monitor,19,181.75,2023-02-20
3747,Teclado,17,40.62,2023-02-14
3748,Teclado,13,19.38,2023-05-23
3749,Tablet,9,499.27,2023-01-30
3750,Mouse,6,29.05,2023-09-15
3751,Laptop,12,1223.6,2023-06-21
3752,Laptop,16,1133.9,2023-12-17
3753,Monitor,14,368.97,2023-06-10
3754,Impresora,8,80.22,2023-06-14
3755,Monitor,13,278.64,2023-08-27
3756,Impresora,19,246.52,2023-07-15
3757,Teléfono,6,752.48,2023-10-10
3758,Mouse,9,27.14,2023-09-01
3759,Impresora,18,170.81,2023-09-29
3760,Impresora,7,160.27,2023-03-20
3761,Teléfono,6,566.45,2023-06-17
3762,Teclado,3,25.02,2023-03-12
3763,Impresora,7,203.7,2023-02-10
3764,Tablet,15,158.76,2023-07-15
3765,Tablet,11,467.17,2023-12-09
